DEVELOPER_ADDRESS,DEVELOPER_ADDRESS_PRED
"Dokter van deenweg 162
8025 BM Zwolle
the Netherlands","Dokter van Deenweg 162, 8025 BM Zwolle, The Netherlands"
"smuttlewerk interactive UG (haftungsbeschränkt)
An der Fohlenweide 24
67112 Mutterstadt","smuttlewerk interactive UG (haftungsbeschränkt), An der Fohlenweide 24, 67112 Mutterstadt, Germany"
"Flat 1108 11/F, Block Q Hong Lai House Phase 4, Yau Lai Estate, Yau Tong, Kawloon, Hong Kong","Yau Lai Estate Hong Lai House, Yau Tong Road, Yau Tong, Hong Kong"
"L7, 28 UNIVERSITY AVENUE
ACT, CANBERRA, 2601,
AUSTRALIA","28 University Avenue, Canberra ACT 2601, Australia"
"Golden Tower,  697, 12th Cross, 27th Main, HSR Layout, Sector 1
Bangalore - 560102
Karnataka,  India","697, 12th Cross Road, 1st Sector, HSR Layout, Bengaluru, Karnataka, India"
"902-02, Building A, Huanglong International Center,
Hangzhou, Zhejiang, PRC, 310000","Huanglong International Center, Gongzhuan Road, 黄龙 Xihu, Hangzhou, Zhejiang, China"
"3 Garden Road, Central, Hong Kong","3 Garden Road, Central, Hong Kong"
"1 Palestyńska Street, 03-321 Warsaw, Poland","Palestyńska 1, Warsaw, Poland"
"Suite 603,6th Floor,Laws Commercial Plaza 788 Cheung Sha Wan Road Kowloon,Hong Kong",undefined
"9432 Bradmore Ln STE 204
Ooltewah, TN 37363","9432 Bradmore Ln, Ooltewah, TN 37363, USA"
"1237A 3rd st. Promenade
Santa Monica, CA 90401","1237a 3rd Street Promenade, Santa Monica, CA 90401, USA"
"Creative Tower
Fujairah City
United Arab Emirates",Fujairah Tower - E89 - Fujairah - United Arab Emirates
"1, Anastasiou Sioukri
Themis Court, Floor 4th - 402
3105 Limassol
Cyprus",undefined
"HaTidhar 15
Raanana
43661
Israel","Ha-Tidhar Street 15, Ra'anana, Israel"
"Space Yun 4th Floor, Building B3, Zhaowei Industrial Park, Chaoyang, Beijing","Zhao Wei Gong Ye Yuan Qu G Qu Ting Che Chang, Chaoyang, Beijing, China"
"Comfort Zone,
Balewadi Road, Baner,
Pune,
411045
India","Comfort Zone, Baner - Balewadi Road, Baner, Pune, Maharashtra 411045, India"
東京都新宿区北新宿1-1-19,"Japan, 東京都新宿区北新宿１−１−19"
RM 20A KIU FU COMM BLDG 300 LOCKHART RD WANCHAI HK,"Kiu Fu Commercial Building, Lockhart Road, Wan Chai, Hong Kong"
香港皇后大道中1號,"Hong Kong, 香港 Central, 皇后大道中1號"
"2nd Floor 2 Woodberry Grove, North Finchley, London, United Kingdom, N12 0DR","2 Woodberry Grove, London N12 0DR, United Kingdom"
"Ljubljana
Slovenia (EU)","Residence EU ME AMO, Ljubljana, Slovenia"
"Üniversiteler Mahallesi, İhsan Doğramacı Bulvarı, No:29, ODTÜ Teknokent, Ankara, Turkey",undefined
"5825 Sunset Drive, Suite 302
South Miami, FL, USA
33143","5825 Sunset Drive, South Miami, FL 33143, USA"
"19H,MAXGRAND PLAZA NO.3 TAI YAU STREET SAN PO KONG KL","Maxgrand Plaza, Tai Yau Street, San Po Kong, Hong Kong"
"10150 Covington Cross Dr
Las Vegas, NV 89144","10150 Covington Cross Dr, Las Vegas, NV 89144, USA"
"Office 212
15 Ingestre Place, Soho
London  W1F 0JH
United Kingdom","212 Ingestre Place, London W1F 0JH, United Kingdom"
"15 Hing Yip Street, Kwun Tong, Kowloon, Hong Kong","15 Hing Yip Street, Kwun Tong, Kowloon, Hong Kong"
"Poland, Warsaw","Warsaw, Poland"
Alicante,"Alicante, Spain"
"Carrer Arago 383 10
Barcelona 08013
Spain","Carrer d'Aragó, 383, Barcelona, Spain"
"Noida, India","Noida, Uttar Pradesh, India"
"225 Chestnut St.
2nd Floor
Philadelphia, PA 19106","225 Chestnut St, Philadelphia, PA 19106, USA"
"RM 1907,19F LEE GARDEN ONE 33 HYSAN AVENUE CAUSEWAY BAY HK","Lee Garden One, 33 Hysan Avenue, Causeway Bay, Hong Kong"
"Avenida Menéndez Pidal 33 Oficina 8
22004 Huesca (Spain)","Calle Menéndez Pidal, 33, 22004 Huesca, Spain"
"Enskede, Stockholm/Sweden","Enskede-Årsta-Vantör, Stockholm, Sweden"
"Tower 5, Sorrento, 1 Austin Road West, Kowloon Station, Kowloon, Hong Kong",undefined
"Tower 17, 704, Uniworld Garden I, Sohna Rd, Sector 47, Gurugram",undefined
"21 CANTON RD, TSIM SHA TSUI, HONG KONG","21 Canton Rd, Tsim Sha Tsui, Hong Kong"
"344000, Russian Federation, Rostov-on-Don, 60 Mayakovskogo str.","Rostov-on-Don, Russian Federation, 344000"
ROOM 1501 GRAND MILLENNIUM PLAZA (LOWER BLOCK) 181 QUEEN'S ROAD CENTRAL,"Grand Millennium Plaza, Queen's Road Central, Sheung Wan, Hong Kong"
"32, Habarzel St.,
Tel-Aviv","HaBarzel St 32, Tel Aviv-Yafo, Israel"
"13/5 Herzog st', Tel-Aviv, 62915, ISRAEL","HaRav Herzog 13/5, Tel Aviv-Yafo, Israel"
"Rm 2905, North Tower, No.371 Huanshi road E",undefined
"440 Exchange
Suite 100
Irvine, CA, 92602","440 Exchange, Irvine, CA 92602, USA"
"6 Raffles Quay, SINGAPORE 048580","Raffles Quay, 6 Raffles Quay, Singapore 048580"
"Cityplaza Phase 3, 14, 21/F Tai Koo Wan Rd","Cityplaza Phase 3, 14 Tai Koo Wan Rd, Quarry Bay, Hong Kong"
"500 Airport Blvd., Suite 500
Burlingame, CA 94010, USA","500 Airport Blvd., Burlingame, CA 94010, USA"
"4 Gershon Shatz st.,
Tel Aviv,
Israel, 6701738","Gershon Shatz St 4, Tel Aviv, Israel"
FLAT/RM 32 11/F LEE KA INDUSTRIAL BUILDING,undefined
"2 Kornhill Road, Quarry Bay
Kornhill Apartments","honglangui Kornhill Apartments, Kornhill Road, Kornhill, Hong Kong"
"Difference Games LLC
1240 Connemaral Cir
Nokomis, FL 34275",undefined
"Office 238, Floor 02, Building 16, Dubai Internet City, Dubai, United Arab Emirates","Building 16, Dubai Internet City - Dubai - United Arab Emirates"
"650 Castro St Suite 120-436
Mountain View, CA 94041","120-436 Castro St, Mountain View, CA 94041, USA"
"La Rambla, 136
08002 Barcelona
Spain","La Rambla, 136, 08002 Barcelona, Spain"
"Av Rio Branco, 404
Florianópolis - SC
88015-200
Brasil","Av. Rio Branco, 404 - Centro, Florianópolis - SC, 88015-200, Brasil"
"Hodogaya, Yokohama, Kanagawa, Japan","Hodogaya, Yokohama, Kanagawa, Japan"
"129 Chùa Láng, Láng Thượng, Đống Đa, Hà Nội","129 Chùa Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam"
"1 Palestyńska Street
03-321 Warsaw
Poland","Palestyńska 1, Warsaw, Poland"
"MARKET PLACE, LONDON, FITZROVIA, W1W 8AF, UNITED KINGDOM","Market Place, London W1W 8AF, United Kingdom"
"Av. das Américas 500 bloco 19, sala 303 e 304
Rio de Janeiro, RJ 22640100
Brazil",undefined
"Sofia 1000, Bulgaria","1000 Sofia, Bulgaria"
"Kesklinna linnaosa, Pirita tee 26c
Tallinn, Estonia","Pirita tee 26c, Kesklinna linnaosa, Tallinn, Estonia"
"1207 4th Street Suite 400 B
Santa Monica, CA 90401",undefined
"DLF Phase-5, GURGAON, HR,IN","DLF Phase 5, Sector 43, Gurgaon, HR, India"
Rubea Games online,undefined
"경기도 성남시 분당구 대왕판교로645번길 14, 3층 (우편번호 13487)","South Korea, 경기도 성남시 분당구 대왕판교로645번길"
"ul. Jasna 14
44-100 Gliwice
Poland","Jasna 14, Gliwice, Poland"
"Rm.4B, Kingswell Comm Tower, 171-173 Lockhart Rd, Wanchai,Hong Kong.",undefined
"AlignIt Games, Jaipur  India- 302012","Jaipur, Rajasthan 302012, India"
"Herrengasse 9
8010 Graz
Austria","Herrengasse 9, 8010 Graz, Austria"
"Playtika Holdings LLC 2225 Village Walk Drive suite 240 Henderson, NV USA 89052",undefined
"1/F, Xiu Ping Commercial Building，104Jervois Street，Sheung Wan，HongKong",undefined
ROOM 06 13A/F SOUTH TOWER WORLD FINANCE CENTRE HARBOUR CITY 17 CANTON RD TST KL,undefined
東京都中央区銀座一丁目11番1号,"1 Chome-11-1 Ginza, Chuo City, Tokyo, Japan"
"Suite 1701-02， 17/F,. FWD FINANCIAL CENTRE 308, DES VOEUX ROAD CENTRAL, Sheung Wan, Hong Kong","FWD Financial Centre, Des Voeux Road Central, Sheung Wan, Hong Kong"
"RM 505,5F BEVERLEY COMM CTR 87-105 CHATHAM RD SOUTH TST KLN HONGKONG",undefined
"FLAT/RM A-B, 31F, Montery Plaza, 15 CHONG YIP STREET, KWUN TONG, Kwun Tong, Hong Kong","BROKAT GLOBAL MONTERY PLAZA, Chong Yip Street, Kwun Tong, Hong Kong"
"Yigal Alone, Tel Aviv. Israel","Yigal Alon Street, Tel Aviv, Israel"
"Wise Wave Corporation Limited, Flat/RM A6, 12/F, Hung Fuk Fty bldg 60 Hung to Road, Kwun Tong, Hong Kong",undefined
"Uken Inc.
15 John St., 2nd Flr.
Toronto, ON
M5V 3G6",undefined
서울시 강남구 테헤란로 616 2층/3층,undefined
"Grafenauweg 8，6300 Zug, Switzerland","Grafenauweg 8, 6300 Zug, Switzerland"
331 North Bridge Road  03-03 Odeon Towers Singapore 188720,"331 North Bridge Road, Odeon Towers, Singapore 188720, Singapore"
台北市中山區長春路328號4樓之1,"10487, Taiwan, 台北市中山區長春路328號4號"
"375 North Stephanie Street
Building  17
Henderson, NV, 89014","375 North Stephanie Street, Henderson, NV 89014, USA"
BLDG 555 MATHAN RD KL,"555 Phahonyothin Road, Klang Daet, Mueang Nakhon Sawan District, Nakhon Sawan, Thailand"
"3F., No.123, Sec. 4, Bade Rd., Songshan Dist., Taipei City 105, Taiwan",undefined
"RM 707 FORTRESS TOWER 250, KING'S RD NORTH POINT, HK","Fortress Tower, 250 King's Rd, North Point, Hong Kong"
"VirtTrade Ltd
8 High St
Heathfield
East Sussex
TN21 8LS
UK","VIRTTRADE LTD, 8 High St, Heathfield, East Sussex TN21 8LS, UK"
"東京都渋谷区南平台町16番17号
住友不動産渋谷ガーデンタワー15Ｆ","Sumitomo Fudosan, Shibuya Garden Tower, 16-17 Nanpeidaicho, Shibuya City, Tokyo, Japan"
"12333 W Olympic Blvd.
Los Angeles, CA 90064
(424) 231-1111
","12333 W Olympic Blvd, Los Angeles, CA 90064, USA"
"Ach. Makariou III
195 Neocleous House
3030
Limassol
Cyprus
","Elias Neocleous & Co LLC, Arch. Makarios III Avenue 195, Limassol, Cyprus"
"175 E. Reno Avenue
Suite C-6
Las Vegas, NV  89119",undefined
"Hangzhou Binjiang District City, Jiang Hong Road No. 735 6W805","Jianghong Road, Binjiang District, Hangzhou, Zhejiang, China"
"TwoFour54 Complex, Lime Green Building, Salam Street, PO Box 77868, Abu Dhabi, United Arab Emirates.",twofour54 Abu Dhabi - Abu Dhabi - United Arab Emirates
"Office 301, Leoforos Archiepiskopou Makariou III, 169, 3027, Limassol, Cyprus",undefined
"GameDuell GmbH
Taubenstr. 24-25
D-10117 Berlin","GameDuell GmbH, Taubenstraße, Berlin, Germany"
東京都港区北青山二丁目11番３号,"2 Chome-11-3 Kitaaoyama, Minato City, Tokyo, Japan"
"Wiedner Hauptstrasse 94
1050 Vienna
Austria","Wiedner Hauptstraße 94, 1050 Vienna, Austria"
"908 9 2088 gonghe xin road , shanghai ,china","Gonghexin Road, Baoshan, Shanghai, China"
"3201 32/F WU CHUNG HOUSE
213 QUEEN'S ROAD EAST
HK","Wu Chung House, 213 Queen's Road East, Wan Chai, Hong Kong"
"20-22 Wenlock Road, London,
N1 7GU, England","20-22 Wenlock Road, London N1 7GU, England, UK"
"1 Civil Place, Rosedale, Auckland, New Zealand","1 Civil Place, Rosedale, Auckland, New Zealand"
"80 Pasir Panjang Road #18-84
Mapletree Business City
Singapore 117372",undefined
"0214, SCK01, SmartCity (Kochi),
India, 682030","SmartCity Kochi, Infopark Road, Kakkanad, Kochi, Kerala 682030, India"
"Kaiserstraße 146-148,
76133 Karlsruhe","Kaiserstraße 146-148, 76133 Karlsruhe, Germany"
"1100 Bellevue Way NE
STE 8A #534
Bellevue, WA 98004",undefined
香港九龙油麻地弥敦道573号富运商业中心20层,undefined
"Number two building J661 rooms on zhennan road no.4268, jiading district, Shanghai","Zhennan Road, Baoshan, Shanghai, China"
"경기도 성남시 분당구 대왕판교로645번길 14 (삼평동, 네오위즈 판교타워3층)",undefined
"CD PROJEKT S.A.
ul. Jagiellońska 74
03-301 Warsaw, Poland","CD PROJEKT S.A., Jagiellońska, Warsaw, Poland"
"A-1003 U-Tower, Sinsu-ro 767, Suji-gu, Yongin-si, Gyeonggi-do, Republic of Korea","U-Tower, 수지유타워 분당 Suji-gu, Yongin-si, Gyeonggi-do, Republic of Korea"
"Ugland House, KY-Grand Cayman KY1-1104, Cayman Islands","Ugland House, South Church Street, George Town, Cayman Islands"
58 Debar street,"58 Debar Park Road, Malone, NY, USA"
"270 Carpenter Dr.
Suite 100
Sandy Springs, GA 30328","270 Carpenter Drive Northeast, Sandy Springs, GA 30328, USA"
"ul. Heroldów 10 m 10
01-991 Warsaw
Poland",undefined
"80 Raffles Place  25-01 UOB Plaza 1, Singapore","80 Raffles Place, UOB Plaza 1, Singapore"
"UNIT 06, 3/F BONHAM TRADE CTR
50 BONHAM STRAND SHEUNG WAN",undefined
"IYTE SIT A9 BINA, NO1/44/12 GULBAHCE CADDESI Izmir/Turkey",undefined
UNIT A1 OF UNIT A 11/F SUCCESS COMM BLDG 245-251 HENNSSY RD HK,undefined
"28 Oktovriou str. 357, Office A5, Meditterranean Court, 3107, Limassol, Cyprus",undefined
"3741 246th Ave SE
Sammamish, WA, 98029","3741 246th Ave SE, Sammamish, WA 98029, USA"
"05-06, PAYA LEBAR SQUARE, 60 PAYA LEBAR ROAD, SINGAPORE","60 Paya Lebar Road, Paya Lebar Square, Singapore"
"東京都千代田区丸の内1丁目11番1号
パシフィックセンチュリープレイス丸の内

Pacific Century Place Marunouchi, 1-11-1 Marunouchi, Chiyoda-ku, Tokyo, Japan",undefined
"19/F, Wing On House 71 Des Voeux Road Central, Hong Kong","Wing On House, 71 Des Voeux Road Central, Central, Hong Kong"
"Dragonplay Ltd
26 Ben Avigdor St.
Tel Aviv
Israel","Ben Avigdor St 26, Tel Aviv, Israel"
"Chrysanthou Mylona 12
HARMONIA BUILDING, BLOCK 1, 1st floor, Flat/Office 15
3030, Limassol,Cyprus",undefined
İstanbul/Türkiye,"İstanbul, Türkiye"
"9030 W Sahara Ave   710
Las Vegas, NV 89117-5744
United States","9030 W Sahara Ave, Las Vegas, NV 89117, United States"
"P.O. Box 27740
Las Vegas, NV 89126","Las Vegas, NV 89126, USA"
"172 Tottenham Court Road, London W1T 7NS","172 Tottenham Court Road, London W1T 7NS, UK"
"Brnianska 2
91105
Trenčín
Slovak Republic
EU",undefined
"598 chemin du Redonnel
34790 Grabels
France","598 Chemin du Redonnel, 34790 Grabels, France"
"1031 McNicoll Ave.
Toronto, ON, M1W3W6
Canada","1031 McNicoll Ave, Toronto, Scarborough, ON M1W 3W6, Canada"
"Bethesda Softworks LLC
1370 Piccard Drive, Suite 120
Rockville, MD 28050","1370 Piccard Drive, Rockville, MD, USA"
"Units 2001-05 & 11, 20/F, Harbour Centre,
25 Harbour Road, Wan Chai, Hong Kong.","2001-05 Chase Farm Units, North Weald Bassett, Epping, UK"
"Turkey
Zip Code = 34000
support@playvelogames.com",undefined
上海市浦东新区世和中心1号楼1102室,"China, 上海市浦东新区祖冲之路2277弄世和中心"
"Room 721, 7th Floor, Building 2, Huajiang Paradise Walk Business Center, No.1001 Yuhangtang Road, Xihu District, Hangzhou, Zhejiang, China",undefined
"Eden Island, Mahe, Republic of Seychelles.","EDEN, Bel Ombre Road, Beau Vallon, Republic of Seychelles"
"Rock Intention Malta Limited
Registration number C 49286
The Strand 114, Level 5
Postcode GZR1027
Gzira
MALTA",undefined
"719 Water Street
Framingham MA 01701","719 Water Street, Framingham, MA 01701, USA"
"GROUND FLOOR, NO. 16, 4TH CROSS, RAMAIAH LAYOUT,
FLOWER GARDEN, Bengaluru (Bangalore) Urban, Karnataka, 560043","16, 4th Cross Street, CRP Layout, Horamavu Agara, Horamavu, Bengaluru, Karnataka, India"
"서울시 금천구 가산디지털1로 131 BYC 하이시티 A동 12층
(12F, A-dong, BYC Highcity B/D, 131, Gasan digital 1-ro, Geumcheon-gu, Seoul, Korea)",undefined
"Russia, Voronezh, Vladimira Nevskogo 48","Ulitsa Vladimira Nevskogo, 48, Voronezh, Russia"
"45 Queen Street
Deal
Kent
CT14 6EY","45 Queen Street, Deal, Kent CT14 6EY, UK"
"4930 West Tapps Dr E
Lake Tapps, WA 94131","4930 W Tapps Dr E, Lake Tapps, WA, USA"
"Flat A,Floor 15
Manly Commercial Building
15 Soy Street,Mong Kok ,Kowloon
Hong Kong","Manley Commercial Building, Soy Street, Mong Kok, Hong Kong"
"Goto Games
28 B rue Parmentier
Bâtiment Sharewood
59650 VILLENEUVE D'ASCQ - FRANCE","Goto Games, Rue Parmentier, Villeneuve-d'Ascq, France"
"1C Mobile
7 Semyonovskaya Square,
Moscow, Russia
105318","Semenovskaya Ploshchad', 7, Moscow, Russia"
"A-Star Software, LLC
500 Westover Dr #6745
Sanford, NC 27330",undefined
"Via Casentino, 25
Firenze (FI)
Italy","Via Casentino, 25, Florence, FI, Italy"
"2nd Floor, West First Gate, No. 18 Xueqing Road, Haidian District, Beijing (100083), China","Xueqing Road No.18 （North Gate）, Xueqing Road, Haidian District, Beijing, China"
"香港岛，中环，21/F Edinburgh Tower, 15 Queen's Road Central, Hong Kong","The Landmark Edinburgh Tower, Queen's Road Central, Central, Hong Kong"
XIA MEN,"Xiamen, Fujian, China"
"Bella Vista
Triq is-Simar Street
SPB 4051
Xemxija
Malta","Triq Is-Simar, Saint Paul's Bay, Malta"
UNIT B 10/F LEE MAY BUILDING 788-790 NATHAN RD MONGKOK KLN HONG KONG,undefined
"30/F, Two International Finance Centre 8 Finance Street Central, Hong Kong","Nomura International (Hong Kong) Limited, Two International Finance Centre, 8 Finance Street, Central, Hong Kong"
"PO Box 518
Grants Pass, OR, 97528","Grants Pass, OR 97528, USA"
"Boxhagener Str. 106
10245 Berlin
Deutschland","Boxhagener Str. 106, 10245 Berlin, Deutschland"
"2973 Harbor Blvd. Suite 814
Costa Mesa, CA 92626","2973 South Harbor Boulevard, Costa Mesa, CA 92626, USA"
"ROOM 1502, EASEY COMMERCIAL BUILDING, 253-261 HENNESSY ROAD, WANCHAI, HONGKONG","Easey Commercial Building, 253～261 Hennessy Road, Wan Chai, HongKong, Hong Kong"
"3026, Limassol, Agias Zonis 1, Thessalonikis 2. Nicolaou Pentadromos Centre, office 27A",undefined
"Shinbashi 5-12-11, Minato-Ku,Tokyo,Japan","5 Chome-12-11 Shinbashi, Minato City, Tokyo, Japan"
"Acute Games
11000 Carcassonne","Acute Games, Avenue Claude Bernard, 11000 Carcassonne, France"
"2 Pembroke House, Upper Pembroke Street 28-32
Dublin 2, D02 EK84,
Dublin, Ireland
",undefined
경기도 성남시 분당구 대왕판교로 645번길 14 네오위즈판교타워,"South Korea, 경기도 성남시 분당구 Sampyeong-dong, 판교타워"
"Rokossovskogo 71-77, 220094, Belarus, Minsk","Minsk 220094, Belarus"
深圳市福田区新洲路文化创意园a栋2楼,"China, Guangdong Province, Shenzhen, Futian District, 文化创意园"
"C-301, Diamond World, Mini Bazar, Varachha, Surat-395006","Diamond World, Mangadh Chowk, Mini Bazar, Kodiyar Nagar, Surat, Gujarat, India"
TicketColony.com 1085 Commonwealth Ave PmB 282 Boston MA 02215,"1085 Commonwealth Avenue, Boston, MA 02215, USA"
"6/F Hang Pont Coml Bldg
31 Tonkin St
Cheung Sha Wan, Kowloon",undefined
"Karl-Liebknecht-Str. 32
10178 Berlin
Germany","Karl-Liebknecht Str. 32, 10178 Berlin, Germany"
"C/Morales 31-33 Entresuelo 1, 08029, Barcelona, Spain","Carrer de Morales, 31-33, 08029 Barcelona, Spain"
"32/1 Cumberland Street
EH3 6SA Edinburgh

UNITED KINGDOM","32/1 Cumberland Street, Edinburgh EH3 6SA, United Kingdom"
"Lange Voorhout 30-32,
2514 EE, The Hague,
The Netherlands","Lange Voorhout 30-32, 2514 EE The Hague, The Netherlands"
"Volokolamskoye highway, b1, h1, r1, residence 31",undefined
"16808 Armstrong Ave
Irvine CA 92606","16808 Armstrong Ave, Irvine, CA 92606, USA"
ul. Traugutta 45 50-416 Wrocław Poland,"Generała Romualda Traugutta 45, Wrocław, Poland"
"1811 S 7th St E
San Jose, CA 95112
USA","1811 South 7th Street, San Jose, CA, USA"
"PO Box 4652
Dammam - Zip: 31412
Saudi Arabia",undefined
Vancouver,"Vancouver, BC, Canada"
"10010 NE 188TH ST
Battle Ground WA 98604
USA","10010 NE 188th St, Battle Ground, WA 98604, USA"
"Unit 3 Beaufort Court, Admirals Way, London E14 9XL, United Kingdom","Beaufort Court, Admirals Way, London E14 9XL, United Kingdom"
"Flipline Studios
3030 E. 63rd Street Suite 214
Cleveland, Ohio 44127
USA","3030 East 63rd Street, Cleveland, OH, USA"
"3 Ocean Road
5034, Paekakariki
New Zealand","3 Ocean Road, Paekākāriki 5034, New Zealand"
"95 Linden St Suite 4
Oakland, CA 94607","95 Linden St, Oakland, CA 94607, USA"
"Hays House
Millmead
Guildford
GU2 4HJ
United Kingdom","Hays House, Millmead, Guildford GU2 4HJ, United Kingdom"
"286 Madison Avenue
8th Floor
New York, NY 10017","286 Madison Avenue, New York, NY 10017, USA"
"3220 Berkeley Rd
Cleveland Heights, OH
44118
USA","3220 Berkeley Rd, Cleveland Heights, OH 44118, USA"
"Codebrew Games
The Exchange Tower,
130 King Street West Suite 1800
Toronto ON, M5X 1E3","Codebrew Games, King Street West, Toronto, ON, Canada"
"NINETAIL Co., Ltd.
67-5, Dongpyun-ro 183-gil, Dongan-gu, Gyeonggi-do,
13930, Korea, Republic of",undefined
"9 Hamilton Landing
Novato, CA. 94949","9 Hamilton Landing, Novato, CA 94949, USA"
"77
Leeds
West Yorkshire
LS13 1JY","77 Leeds Road, West Yorkshire, UK"
"300 10508 82 Avenue
Edmonton AB
T6E 2A4","300 82 Avenue Northwest, Edmonton, AB T6E 2A4, Canada"
"Ukraine, Kiev region., 07400 Brovary Karalenka","Brovary, Kyiv Oblast, Ukraine, 07400"
"Geneva, Switzerland","Geneva, Switzerland"
"41937, Gyobo Bldg 4F, 586, Jung-gu, Daegu, Republic of Korea","Jung-gu, Daegu, South Korea"
"Bartolomé Mitre 1441 of 601
Montevideo Montevideo 11000
Uruguay","Bartolomé Mitre 1441, 11000 Montevideo Montevideo, Uruguay"
"index 65000, Ukraine,area Odeska,city
Odesa,street Kordonna
","Kordonna Street, Odesa, Odessa Oblast, Ukraine"
"Ilmfinity LLC
8156 S Wadsworth Blvd. Unit E-512
Littleton, CO, 80128",undefined
"Via del Pontiere 11
37122 Verona VR
Italy","Via del Pontiere, 11, 37122 Verona, VR, Italy"
"Sabinovska 8
821 02 Bratislava
Slovak Republic","Sabinovská 8, Ružinov, Slovakia"
"24 Dobell St.
Indooroopilly
QLD 4068
AUSTRALIA","24 Dobell St, Indooroopilly QLD 4068, Australia"
"Suite 1106, Level 11, 250 Pitt Street, Sydney, NSW, 2000, Australia",undefined
"Thanh Xuan Complex, No.6,  Le Van Thiem, Thanh Xuan Trung, Thanh Xuan, Hanoi","6 Lê Văn Thiêm, Thanh Xuân Trung, Thanh Xuân, Hanoi, Vietnam"
"Av. Meridiana 350 7C
08027 Barcelona (Spain)","Avinguda Meridiana, 350, 08027 Barcelona, Spain"
"Arabiankatu 6 aA 7
00560 Helsinki
Finland","Arabiankatu 6, Helsinki, Finland"
"Henrik Rydgård
Hornsbergs Strand 43
112 16 Stockholm
Sweden","Hornsbergs Strand 43, 112 16 Stockholm, Sweden"
